video_name,target
path/to/valset/7f23f9b108215408eb92c71394ad37e6.mp4,0
path/to/valset/cacabf18da9838ba0d9148d43d6af6d0.mp4,0
path/to/valset/cd991101beb53feee09f419c7060c65d.mp4,0
path/to/valset/2bf39b7acdb3c8dc897374896d1ef71e.mp4,0
path/to/valset/eaddcfeeec167974285a614720d56746.mp4,0
path/to/valset/050315c070c7e25ddacdb4f7231ccbfa.mp4,0
path/to/valset/c43d8b7a08219b27400b81730f344953.mp4,0
path/to/valset/91cdc51cd9372b4e2d851f812d01088c.mp4,0
path/to/valset/aa80dba04801ca4a9be6ef3a1756bee1.mp4,0
path/to/valset/cb3dc2eb8e89fd720c08bf4443df5dad.mp4,0
path/to/valset/547b3148b561d9f124698ca22f6f2aa2.mp4,0
path/to/valset/3cd08b4c7d08484fb9e88db3e0428945.mp4,0
path/to/valset/c11c1e7b983b132eadc7a65fce1ba0c7.mp4,0
path/to/valset/5ac4acf85abde91720a3cfb65e2e2de7.mp4,0
path/to/valset/fbdc05995be8d143064bf5b0a3e5823d.mp4,0
path/to/valset/1882f8db67fb39bf3d6445f0f0737c6a.mp4,0
path/to/valset/ed0802384fa9525ae60a5116617129b2.mp4,0
path/to/valset/33b0b0ae204da569cfd26e238a8920f7.mp4,0
path/to/valset/485b1eb11160e7ef9f5246e3fbf66db7.mp4,0
path/to/valset/87b08cc0ea5677245ab9fe3137778f5b.mp4,0
path/to/valset/636f260ffdf028a220de4e3a3dccda33.mp4,0
path/to/valset/287f0981950ac0adbcc68a037f81bef7.mp4,0
path/to/valset/14e46cad13caa52c31695de03a896704.mp4,0
path/to/valset/7c46e2866c1e8f9f04bc87aed9eb0339.mp4,0
path/to/valset/a1ce02d59c194aa3f6dd75fe1760761d.mp4,0
path/to/valset/44efffc93726b479b8131f45eeebe73b.mp4,0
path/to/valset/0f692c682b308b2f5585288917606b7b.mp4,0
path/to/valset/4e6ed9a446425fb1f3a2bac2a252a422.mp4,0
path/to/valset/39794ac7fa27de227e3ce11f4a5a1598.mp4,0
path/to/valset/19846ae5e6450143e275554d702504be.mp4,0
path/to/valset/4f0981242d8afe33834dc1cd47358492.mp4,0
path/to/valset/89f64951c8320872c4acd37c92b68579.mp4,0
path/to/valset/ce2a59fbe1d6f4453a6fc6e9ed541df8.mp4,0
path/to/valset/be240dd77ab8183486dbb9cc36c296ae.mp4,0
path/to/valset/67db736e82256de9e1262576b785c67e.mp4,0
path/to/valset/fe685f9881706c8b94a430f27a9086f5.mp4,0
path/to/valset/c5b4a85b6215398ef8e551732d8c6e59.mp4,0
path/to/valset/bd867ef1807b70810964ad38b9831a4f.mp4,0
path/to/valset/eeb5c9ef6e5f964acef0751563afa9bd.mp4,0
path/to/valset/758b0e265fb0354c9a59afca4f7d24ba.mp4,0
path/to/valset/b8c6eb714e515557315eebbabfbc57cd.mp4,0
path/to/valset/31d72ec4d5f0671b89f8edc560e0e02e.mp4,0
path/to/valset/0c3e16b2f68672a6164fe191886faf61.mp4,0
path/to/valset/094a041738ea75a6abe8ed3144934de5.mp4,0
path/to/valset/51c9bc177adf144549085ea0d04d2e87.mp4,0
path/to/valset/a909d440f3ebce65cca2b204856b013e.mp4,0
path/to/valset/a2c23015e664b698df2be2135661f42e.mp4,0
path/to/valset/30bfd5375a5b4b015d5c07286acfaf97.mp4,0
path/to/valset/c50d726652df854cd30df0d77132a5f7.mp4,0
path/to/valset/63eab2dd48c7df6ef4cbce3652ddef23.mp4,0
path/to/valset/d973d6b84ca1991704d658fc579cbbf7.mp4,0
path/to/valset/83e6bf50a41c182b3778da75f4854403.mp4,0
path/to/valset/ac65e2b29dc553f7aa896de2375c3b47.mp4,0
path/to/valset/2bac0e6cb516cdee1d492a646b716dec.mp4,0
path/to/valset/a41406b40ef4d483cd1b6a619c437e1c.mp4,0
path/to/valset/22dc3a260cb682ed80cce0cf9cd3c3cb.mp4,0
path/to/valset/dac4e440ed95403699fb0fa29be32c20.mp4,0
path/to/valset/c65966ac4df95efeb9237799dab169f9.mp4,0
path/to/valset/efa24d8d3583f3845dd9ac19c1500385.mp4,0
path/to/valset/043bf8a4947a3e9181a1ccf8e9dfeb32.mp4,0
path/to/valset/e985e3acf6b21eea80b7866a35947982.mp4,0
path/to/valset/c6ac9b396307359ce2274f266b59c7af.mp4,0
path/to/valset/254565aaee7daaada21a7c054b36ebf8.mp4,0
path/to/valset/b87c4632a5d33ead5d78ced2483d64a0.mp4,0
path/to/valset/9531e25884f773ede41ba8fffea4dd9e.mp4,0
path/to/valset/bc766fb5742521e0a7674c0ccc940f63.mp4,0
path/to/valset/caaffa600ce757eafd369f5b4aa30e3c.mp4,0
path/to/valset/d9c747fe3a45c8248689dfaf9c99551a.mp4,0
path/to/valset/3a1361f5d7068444f3d0b377f173d4f7.mp4,0
path/to/valset/bd1d5b803de15f4a14d23074fc29b955.mp4,0
path/to/valset/9819314b89cec0b357d4d900fc0fe88c.mp4,0
path/to/valset/4c0edbc065feda8785d37de36fb2e738.mp4,0
path/to/valset/4d6da5c97e732674680dcc210a2a933a.mp4,0
path/to/valset/197dbef2144463b27bbec8fbe77ec65a.mp4,0
path/to/valset/da9f90ca08e7e28c64c79f980066ed47.mp4,0
path/to/valset/41810afa852c3857aa7b962cd01c6840.mp4,0
path/to/valset/b4f49bbe2676623d68e7429bcc837fcc.mp4,0
path/to/valset/7edaf89a15d5bff1ebfc6c256f2f0a9a.mp4,0
path/to/valset/6b9bebe35a89a8ffb2c320de06696e0e.mp4,0
path/to/valset/a7dbdf8ea10d3e2b3943d0ddb5ff8068.mp4,0
path/to/valset/edaaa54b911f462461d9c61f21d6517e.mp4,0
path/to/valset/6418e6022159cf526b124d01c528dca5.mp4,0
path/to/valset/1b91a500957927686f5a6205dfb7fc91.mp4,0
path/to/valset/74a74f1ae3ac6ca24ee97106a3a1fd4c.mp4,0
